"";"study";"condition_arm1";"condition_arm2";"multi_arm1";"multi_arm2";".g";".g_se";"outcome_type";"instrument";"rating";"mean_arm1";"sd_arm1";"n_arm1";"mean_arm2";"sd_arm2";"n_arm2";"mean_change_arm1";"sd_change_arm1";"n_change_arm1";"mean_change_arm2";"sd_change_arm2";"n_change_arm2";"dich_paper";"event_arm1";"event_arm2";"totaln_arm1";"totaln_arm2";"precalc_g";"precalc_g_se";"precalc_log_rr";"precalc_log_rr_se";"other_stat";"baseline_m_arm1";"baseline_sd_arm1";"baseline_n_arm1";"baseline_m_arm2";"baseline_sd_arm2";"baseline_n_arm2";"rand_arm1";"rand_arm2";"attr_arm1";"attr_arm2";"rand_ratio";"year";"time_weeks";"time";"comorbid_mental";"format";"format_details";"country";"age_group";"percent_women";"recruitment";"diagnosis";"target_group";"sg";"ac";"ba";"itt";"rob";"n_sessions_arm1";"mean_age";".log_rr";".log_rr_se";".event_arm1";".event_arm2";".totaln_arm1";".totaln_arm2";"full_ref";".id"
"151";"Dobkin, 2020";"cbt";"cau";NA;NA;0,712041004956907;0,243302819021422;"msd";"bdi-1";"self-report";13,09;8,14;37;19,03;8,37;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21;7,82;37;20,89;7,81;35;37;35;4;5;1;2020;13;"post";"n";"tel";"tel";"us";"old";0,54;"oth";"mood";"med";1;1;"sr";1;4;10;65,62;NA;NA;NA;NA;NA;NA;"Dobkin RD, Mann SL, Gara MA, Interian A, Rodriguez KM, Menza M. Telephone-based cognitive behavioral therapy for depression in Parkinson disease: A randomized controlled trial. Neurology. 2020;94(16):e1764-e1773.";"Dobkin_2020_msd_bdi-1_post_12_self-report_cbt_cau_NA_NA"
"152";"Dobkin, 2020";"cbt";"cau";NA;NA;1,48051128657194;0,26674478728138;"msd";"hdrs-17";"clinician";14,44;4,55;37;21,33;4,66;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,97;4,4;37;21,06;4,4;35;37;35;4;5;1;2020;13;"post";"n";"tel";"tel";"us";"old";0,54;"oth";"mood";"med";1;1;"1";1;4;10;65,62;NA;NA;NA;NA;NA;NA;"Dobkin RD, Mann SL, Gara MA, Interian A, Rodriguez KM, Menza M. Telephone-based cognitive behavioral therapy for depression in Parkinson disease: A randomized controlled trial. Neurology. 2020;94(16):e1764-e1773.";"Dobkin_2020_msd_hdrs_post_12_clinician_cbt_cau_NA_NA"
"153";"Dobkin, 2021";"cbt";"cau";NA;NA;0,893054286653272;0,221250938754589;"msd";"bdi-1";"self-report";11,19;7,59;45;18,91;9,45;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,09;8,03;45;21,16;9,27;45;45;45;2;2;1;2021;10;"post";"n";"tel";"tel";"us";"adul";0;"com";"mdd";"med";1;1;"1";1;4;10;66,84;NA;NA;NA;NA;NA;NA;"Dobkin, R. D., Mann, S. L., Weintraub, D., Rodriguez, K. M., Miller, R. B., St. Hill, L., King, A., Gara, M. A., & Interian, A. (2021). Innovating Parkinson's Care: A Randomized Controlled Trial of Telemedicine Depression Treatment [Article]. Movement disorders, 36(11), 2549-2558. https://doi.org/10.1002/mds.28548 
";"Dobkin_2021_msd_bdi_post_10_self-report_cbt_cau_NA_NA"
"154";"Dobkin, 2021";"cbt";"cau";NA;NA;0,931646632916064;0,222148534820536;"msd";"hdrs-17";"clinician";16,46;5,18;45;21,37;5,27;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,49;3,85;45;21,6;4,3;45;45;45;2;2;1;2021;10;"post";"n";"tel";"tel";"us";"adul";0;"com";"mdd";"med";1;1;"1";1;4;10;66,84;NA;NA;NA;NA;NA;NA;"Dobkin, R. D., Mann, S. L., Weintraub, D., Rodriguez, K. M., Miller, R. B., St. Hill, L., King, A., Gara, M. A., & Interian, A. (2021). Innovating Parkinson's Care: A Randomized Controlled Trial of Telemedicine Depression Treatment [Article]. Movement disorders, 36(11), 2549-2558. https://doi.org/10.1002/mds.28548 
";"Dobkin_2021_msd_hdrs_post_10_clinician_cbt_cau_NA_NA"
"155";"Doering, 2013";"cbt";"wl";NA;NA;1,15470018050794;0,290346725944947;"remission (cut-off)";"bdi-1";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Response (BDI < 10)";30;7;45;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;45;36;13;3;1;2013;0;"post";"n";"ind";"ind";"us";"old";0,31;"oth";"mood";"med";1;0;"sr";1;3;8;63,62;1,23214368129263;0,35523298860111;30;7;45;36;"Doering LV, Chen B, Cross Bodan R, Magsarili MC, Nyamathi A, Irwin MR. Early cognitive behavioral therapy for depression after cardiac surgery. Journal of Cardiovascular Nursing. 2013;28(4):370-9.";"Doering_2013_remission(cut-off)_bdi-1_post_0_self-report_cbt_cau_NA_NA"
"156";"Dong, 2019";"lrt";"cau";NA;NA;2,00349486519702;0,25909561440664;"msd";"sds";"self-report";45,27;8,86;45;59,45;4,47;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59,57;5,73;45;60,21;3,87;45;45;45;0;0;1;2019;NA;"post";"n";"tel";"tel";"eas";"old";0,5;"oth";"cut";"med";1;1;"sr";1;4;6;59,1;NA;NA;NA;NA;NA;NA;"Dong, X., Sun, G., Zhan, J., Liu, F., Ma, S., Li, P., . . . Liu, Y. (2019). Telephone-based reminiscence therapy for colorectal cancer patients undergoing postoperative chemotherapy complicated with depression: a three-arm randomised controlled trial. Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer, 27(8), 2761-2769. doi:10.1007/s00520-018-4566-6";"Dong_2019_msd_sds_post_NA_self-report_lrt_cau_NA_NA"
"157";"Dong, 2019";"lrt";"cau";NA;NA;2,50184032341828;0,282524212260647;"msd";"hdrs-24";"clinician";4,76;4,03;45;15,78;4,68;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,33;3,98;45;14,96;4,91;45;45;45;0;0;1;2019;NA;"post";"n";"tel";"tel";"eas";"old";0,5;"oth";"cut";"med";1;1;"1";1;4;6;59,1;NA;NA;NA;NA;NA;NA;"Dong, X., Sun, G., Zhan, J., Liu, F., Ma, S., Li, P., . . . Liu, Y. (2019). Telephone-based reminiscence therapy for colorectal cancer patients undergoing postoperative chemotherapy complicated with depression: a three-arm randomised controlled trial. Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer, 27(8), 2761-2769. doi:10.1007/s00520-018-4566-6";"Dong_2019_msd_hdrs_post_NA_clinician_lrt_cau_NA_NA"
"158";"Dowrick, 2000";"pst";"cau";"pst";"cau";0,245373721152208;0,132386417109796;"msd";"bdi-1";"self-report";12,48;9,95;98;14,97;10,23;139;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,11;7,65;128;22,51;8,01;189;NA;NA;NA;NA;1;2000;24;"post";"n";"ind";"ind";"eu";"adul";0,65;"oth";"mood";"adul";1;1;"sr";1;4;6;44,9;NA;NA;NA;NA;NA;NA;"Dowrick, C., Dunn, G., Ayuso-Mateos, J. L., Dalgard, O. S., Page, H., Lehtinen, V., ... Wilkinson, G. (2000). Problem solving treatment and group psychoeducation for depression: multicentre randomised controlled trial Outcomes of Depression International Network [ODIN] Group. Bmj, 321(7274), 1450-1454. Retrieved from http://onlinelibrary.wiley.com/o/cochrane/clcentral/articles/836/CN-00623836/frame.html";"Dowrick_2000_msd_bdi_post_NA_self-report_pst_cau_pst_cau"
"159";"Dowrick, 2000";"cbt";"cau";"cbt";"cau";0,0704457151732831;0,140376826992988;"msd";"bdi-1";"self-report";14,26;9,71;80;14,97;10,23;139;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,41;9,08;108;22,51;8,01;189;NA;NA;NA;NA;1;2000;24;"post";"n";"ind";"ind";"eu";"adul";0,65;"oth";"mood";"adul";1;1;"sr";1;4;6;44,9;NA;NA;NA;NA;NA;NA;"Dowrick, C., Dunn, G., Ayuso-Mateos, J. L., Dalgard, O. S., Page, H., Lehtinen, V., ... Wilkinson, G. (2000). Problem solving treatment and group psychoeducation for depression: multicentre randomised controlled trial Outcomes of Depression International Network [ODIN] Group. Bmj, 321(7274), 1450-1454. Retrieved from http://onlinelibrary.wiley.com/o/cochrane/clcentral/articles/836/CN-00623836/frame.html";"Dowrick_2000_msd_bdi-1_post_24_self-report_cbt_cau_cbt_cau"
"160";"Duarte, 2009";"cbt";"cau";NA;NA;0,789682069080616;0,225506424076815;"msd";"bdi-1";"self-report";14,1;8,7;41;21,2;9,1;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24,2;9,7;41;27,3;10,7;44;46;44;5;0;1;2009;13;"post";"n";"grp";"grp";"oth";"adul";0,59;"oth";"mdd";"med";1;1;"sr";1;4;12;53,23;NA;NA;NA;NA;NA;NA;"Duarte PS, Miyazaki MC, Blay SL, Sesso R. Cognitive-behavioral group therapy is an effective treatment for major depression in hemodialysis patients. Kidney international. 2009;76(4):414-21.";"Duarte_2009_msd_bdi-1_post_9months_self-report_cbt_cau_NA_NA"
"161";"Duarte, 2009";"cbt";"cau";NA;NA;0,833816093335409;0,226456114961841;"msd";"mini";"clinician";1,9;2,8;41;4,3;2,9;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,4;1,3;41;6,4;1,2;44;46;44;5;0;1;2009;13;"post";"n";"grp";"grp";"oth";"adul";0,59;"oth";"mdd";"med";1;1;"1";1;4;12;53,23;NA;NA;NA;NA;NA;NA;"Duarte PS, Miyazaki MC, Blay SL, Sesso R. Cognitive-behavioral group therapy is an effective treatment for major depression in hemodialysis patients. Kidney international. 2009;76(4):414-21.";"Duarte_2009_msd_mini_post_9months_clinician_cbt_cau_NA_NA"
"162";"Dunn, 2007";"other psy";"other ctr";NA;NA;0,23308220842192;0,231063335227016;"msd";"bdi-2";"self-report";33,74;10,12;33;36,12;10,1;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36,5;7,75;51;39,09;8,21;50;55;56;21;12;1;2007;14;"post";"y";"grp";"grp";"us";"adul";0;"clin";"mood";"oth";1;0;"sr";1;3;14;54,85;NA;NA;NA;NA;NA;NA;"Dunn NJ, Rehm LP, Schillaci J, Souchek J, Mehta P, Ashton CM, et al. A randomized trial of self-management and psychoeducational group therapies for comorbid chronic posttraumatic stress disorder and depressive disorder. Journal of traumatic stress. 2007;20(3):221-37.";"Dunn_2007_msd_bdi-2_post_14_self-report_otherpsy_otherctr_NA_NA"
"163";"Dunn, 2007";"other psy";"other ctr";NA;NA;0,566179502451093;0,234849449510163;"msd";"hdrs-18";"clinician";18,64;5,84;33;21,98;5,84;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,09;5,52;51;22,36;5,2;50;55;56;21;12;1;2007;14;"post";"y";"grp";"grp";"us";"adul";0;"clin";"mood";"oth";1;0;"1";1;3;14;54,85;NA;NA;NA;NA;NA;NA;"Dunn NJ, Rehm LP, Schillaci J, Souchek J, Mehta P, Ashton CM, et al. A randomized trial of self-management and psychoeducational group therapies for comorbid chronic posttraumatic stress disorder and depressive disorder. Journal of traumatic stress. 2007;20(3):221-37.";"Dunn_2007_msd_ham-d-18_post_14_clinician_otherpsy_otherctr_NA_NA"
"164";"Dwight-Johnson, 2011";"cbt";"cau";NA;NA;1,6031158714703;0,229185511885355;"msd";"scl";"self-report";1;0,13;50;1,21;0,13;51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,83;0,12;50;1,75;0,11;51;50;51;8;16;1;2011;13;"post";"n";"tel";"tel";"us";"adul";0,78;"oth";"cut";"oth";1;0;"sr";1;3;5;39,81;NA;NA;NA;NA;NA;NA;"Dwight-Johnson M, Aisenberg E, Golinelli D, Hong S, O'Brien M, Ludman E. Telephone-based cognitive-behavioral therapy for Latino patients living in rural areas: A randomized pilot study. Psychiatric Services. 2011;62(8):936-42.";"Dwight-Johnson_2011_msd_scl_post_6months_self-report_cbt_cau_NA_NA"
"165";"Dwight-Johnson, 2011";"cbt";"cau";NA;NA;1,96366020444155;0,242878686365371;"msd";"phq-9";"self-report";8,23;0,94;50;10,08;0,93;51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,02;0,82;50;17,34;0,81;51;50;51;8;16;1;2011;13;"post";"n";"tel";"tel";"us";"adul";0,78;"oth";"cut";"oth";1;0;"sr";1;3;5;39,81;NA;NA;NA;NA;NA;NA;"Dwight-Johnson M, Aisenberg E, Golinelli D, Hong S, O'Brien M, Ludman E. Telephone-based cognitive-behavioral therapy for Latino patients living in rural areas: A randomized pilot study. Psychiatric Services. 2011;62(8):936-42.";"Dwight-Johnson_2011_msd_phq-9_post_6months_self-report_cbt_cau_NA_NA"
"166";"Ebert, 2014";"pst";"wl";NA;NA;0,690520130873649;0,168143747563651;"msd";"ces-d";"self-report";15,37;8,43;75;21,2;8,37;75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,76;9,24;75;22,81;9,15;75;75;75;11;6;1;2014;NA;"post";"n";"gsh";"gsh";"eu";"adul";0,83;"com";"cut";"oth";1;1;"sr";1;4;5;47,1;NA;NA;NA;NA;NA;NA;"Ebert, D. D., Lehr, D., Boß, L., Riper, H., Cuijpers, P., Andersson, G., . . . Berking, M. (2014). Efficacy of an internet-based problem-solving training for teachers: results of a randomized controlled trial. Scandinavian journal of work, environment & health, 582-596. ";"Ebert_2014_msd_ces-d_post_3&6months_self-report_pst_wl_NA_NA"
"167";"Ebert, 2018";"other psy";"wl";NA;NA;0,345914865153444;0,14107910209276;"msd";"hdrs-24";"clinician";9,6;5,6;102;11,59;5,86;102;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,72;6,21;102;14,63;6,81;102;102;102;25;10;1;2018;13;"post";"n";"gsh";"gsh";"eu";"adul";0,8;"com";"sub";"adul";1;1;"1";1;4;5;44,2;NA;NA;NA;NA;NA;NA;"Ebert DD, Buntrock C, Lehr D, et al. Effectiveness of Web- and Mobile-Based Treatment of Subthreshold Depression With Adherence-Focused Guidance: a Single-Blind Randomized Controlled Trial. Behavior therapy 2018; 49(1): 71‐83.";"Ebert_2018_msd_hdrs_post_3month_clinician_otherpsy_wl_NA_NA"
"168";"Ebert, 2018";"other psy";"wl";NA;NA;0,399711788094946;0,141429709970228;"msd";"qids-c";"clinician";4,98;3,11;102;6,25;3,22;102;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,17;3,62;102;8,11;3,89;102;102;102;25;10;1;2018;13;"post";"n";"gsh";"gsh";"eu";"adul";0,8;"com";"sub";"adul";1;1;"1";1;4;5;44,2;NA;NA;NA;NA;NA;NA;"Ebert DD, Buntrock C, Lehr D, et al. Effectiveness of Web- and Mobile-Based Treatment of Subthreshold Depression With Adherence-Focused Guidance: a Single-Blind Randomized Controlled Trial. Behavior therapy 2018; 49(1): 71‐83.";"Ebert_2018_msd_qids-c_post_3month_clinician_otherpsy_wl_NA_NA"
"169";"Ebert, 2018";"other psy";"wl";NA;NA;0,838337083212667;0,146093440536131;"msd";"ces-d";"self-report";17,79;7,03;102;24,06;7,85;102;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,67;6,5;102;27,73;7,5;102;102;102;25;10;1;2018;13;"post";"n";"gsh";"gsh";"eu";"adul";0,8;"com";"sub";"adul";1;1;"sr";1;4;5;44,2;NA;NA;NA;NA;NA;NA;"Ebert DD, Buntrock C, Lehr D, et al. Effectiveness of Web- and Mobile-Based Treatment of Subthreshold Depression With Adherence-Focused Guidance: a Single-Blind Randomized Controlled Trial. Behavior therapy 2018; 49(1): 71‐83.";"Ebert_2018_msd_ces-d_post_3month_self-report_otherpsy_wl_NA_NA"
"170";"Ede, 2020";"cbt";"wl";NA;NA;0,693442874402148;0,161843447399166;"msd";"ces-d";"self-report";12,45;59,86;82;49,3;44,63;80;NA;NA;NA;NA;NA;NA;"-";NA;NA;NA;NA;NA;NA;NA;NA;NA;49,1;56,6;82;50,44;68,69;80;82;80;0;0;1;2020;12;"post";"n";"grp";"grp";"oth";"yadul";0,56;"oth";"cut";"stud";1;0;"sr";1;3;12;NA;NA;NA;NA;NA;NA;NA;"Ede MO, Igbo JN, Eseadi C, et al. Effect of group cognitive behavioural therapy on depressive symptoms in a sample of college adolescents in Nigeria. Journal of Rational-Emotive & Cognitive-Behavior Therapy. 2020;38(3):306-318.";"Ede_2020_msd_ces-d_post_12_self-report_cbt_wl_NA_NA"
"171";"Ekers, 2011";"bat";"wl";NA;NA;1,15179591042842;0,355199057933635;"msd";"bdi-2";"self-report";11,93;11,84;16;27,4;14,01;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35,57;9,6;23;35,08;9,6;24;23;24;7;2;1;2011;12;"post";"n";"ind";"ind";"uk";"adul";0,62;"clin";"mood";"adul";1;1;"sr";1;4;12;44,72;NA;NA;NA;NA;NA;NA;"Ekers D, Richards D, McMillan D, Bland JM, Gilbody S. Behavioural activation delivered by the non-specialist: Phase II randomised controlled trial. The British Journal of Psychiatry. 2011;198(1):66-72.";"Ekers_2011_msd_bdi-2_post_0_self-report_bat_wl_NA_NA"
"172";"Ekkers, 2011";"cbt";"cau";NA;NA;0,898632538641494;0,219732113151344;"msd";"gds";"self-report";15,02;5,9;53;20,37;5,91;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,77;4,88;53;17,81;4,26;40;53;40;5;20;1;2011;0;"post";"n";"grp";"grp";"eu";"old";0,77;"clin";"mdd";"old";0;1;"sr";0;2;7;72,7;NA;NA;NA;NA;NA;NA;"Ekkers W, Korrelboom K, Huijbrechts I, Smits N, Cuijpers P, Gaag M. Competitive memory training for treating depression and rumination in depressed older adults: A randomized controlled trial. Behaviour Research and Therapy. 2011;49(10):588-96.";"Ekkers_2011_msd_gds_post_0_self-report_cbt_cau_NA_NA"
"173";"Ekkers, 2011";"cbt";"cau";NA;NA;1,27406495707237;0,232927667165343;"msd";"qids-sr";"self-report";9,46;4,59;53;15,31;4,5;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,67;3,84;53;12,08;5,05;38;53;40;5;20;1;2011;0;"post";"n";"grp";"grp";"eu";"old";0,77;"clin";"mdd";"old";0;1;"sr";0;2;7;72,7;NA;NA;NA;NA;NA;NA;"Ekkers W, Korrelboom K, Huijbrechts I, Smits N, Cuijpers P, Gaag M. Competitive memory training for treating depression and rumination in depressed older adults: A randomized controlled trial. Behaviour Research and Therapy. 2011;49(10):588-96.";"Ekkers_2011_msd_qids-sr_post_0_self-report_cbt_cau_NA_NA"
"174";"Elkin, 1989";"cbt";"other ctr";"cbt (cbt)";"other ctr";0,150717238708911;0,182135247224568;"msd";"bdi-1";"self-report";13,4;10,6;59;15;10,5;62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27;7,9;59;27,1;6,9;62;NA;NA;NA;NA;1;1989;16;"post";"n";"ind";"ind";"us";"adul";0,7;"clin";"mdd";"adul";1;1;"sr";1;4;13;35;NA;NA;NA;NA;NA;NA;"Elkin I, Shea MT, Watkins JT, Imber SD, Sotsky SM, Collins JF, et al. National institute of mental health treatment of depression collaborative research program. General effectiveness of treatments. Archives of General Psychiatry. 1989;46(11):971-82; discussion 83.";"Elkin_1989_msd_bdi-1_post_6_12_18months_self-report_cbt_otherctr_cbt(cbt)_otherctr"
"175";"Elkin, 1989";"ipt";"other ctr";"ipt (ipt)";"other ctr";0,282601872491939;0,181248987173793;"msd";"bdi-1";"self-report";12;10,6;61;15;10,5;62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26;7,8;61;27,1;6,9;62;NA;NA;NA;NA;1;1989;16;"post";"n";"ind";"ind";"us";"adul";0,7;"clin";"mdd";"adul";1;1;"sr";1;4;13;35;NA;NA;NA;NA;NA;NA;"Elkin I, Shea MT, Watkins JT, Imber SD, Sotsky SM, Collins JF, et al. National institute of mental health treatment of depression collaborative research program. General effectiveness of treatments. Archives of General Psychiatry. 1989;46(11):971-82; discussion 83.";"Elkin_1989_msd_bdi-1_post_6_12_18months_self-report_ipt_otherctr_ipt(ipt)_otherctr"
"176";"Elkin, 1989";"cbt";"other ctr";"cbt (cbt)";"other ctr";0,316504344846373;0,183022976246858;"msd";"hdrs-17";"clinician";10,7;7,9;59;13,2;7,8;62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,6;3,9;59;19,5;4,6;62;NA;NA;NA;NA;1;1989;16;"post";"n";"ind";"ind";"us";"adul";0,7;"clin";"mdd";"adul";1;1;"1";1;4;13;35;NA;NA;NA;NA;NA;NA;"Elkin I, Shea MT, Watkins JT, Imber SD, Sotsky SM, Collins JF, et al. National institute of mental health treatment of depression collaborative research program. General effectiveness of treatments. Archives of General Psychiatry. 1989;46(11):971-82; discussion 83.";"Elkin_1989_msd_hdrs_post_6_12_18months_clinician_cbt_otherctr_cbt(cbt)_otherctr"
"177";"Elkin, 1989";"ipt";"other ctr";"ipt (ipt)";"other ctr";0,430444753747906;0,182442047574921;"msd";"hdrs-17";"clinician";9,8;7,9;61;13,2;7,8;62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,6;4,6;61;19,5;4,6;62;NA;NA;NA;NA;1;1989;16;"post";"n";"ind";"ind";"us";"adul";0,7;"clin";"mdd";"adul";1;1;"1";1;4;13;35;NA;NA;NA;NA;NA;NA;"Elkin I, Shea MT, Watkins JT, Imber SD, Sotsky SM, Collins JF, et al. National institute of mental health treatment of depression collaborative research program. General effectiveness of treatments. Archives of General Psychiatry. 1989;46(11):971-82; discussion 83.";"Elkin_1989_msd_hdrs_post_6_12_18months_clinician_ipt_otherctr_ipt(ipt)_otherctr"
"178";"Embling, 2002";"cbt";"wl";NA;NA;2,47168963108425;0,434890789139306;"msd";"bdi-1";"self-report";15,17;5,15;19;32,17;8,01;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31,67;10,33;19;30,33;8,91;19;19;19;NA;NA;1;2002;0;"post";"n";"grp";"grp";"uk";"adul";NA;"clin";"mdd";"adul";0;0;"sr";1;2;12;NA;NA;NA;NA;NA;NA;NA;"Embling S. The effectiveness of cognitive behavioural therapy in depression. Nursing Standard. 2002;17(14-15):33-41.";"Embling_2002_msd_bdi-1_post_0_self-report_cbt_wl_NA_NA"
"179";"Eseadi, 2018";"cbt";"cau";NA;NA;2,46880187624847;0,490548940357513;"msd";"bdi-2";"self-report";18,5;9,76;15;54,4;17,47;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,33;1,37;15;55,83;2,64;15;15;15;0;0;1;2018;0;"post";"n";"grp";"grp";"oth";"adul";0;"oth";"cut";"oth";0;0;"sr";1;2;12;35,3;NA;NA;NA;NA;NA;NA;"Eseadi C, Obidoa MA, Ogbuabor SE, Ikechukwu-Ilomuanya AB. Effects of Group-Focused Cognitive-Behavioral Coaching Program on Depressive Symptoms in a Sample of Inmates in a Nigerian Prison. International journal of offender therapy and comparative criminology 2018; 62(6): 1589-602.";"Eseadi_2018_msd_bdi-2_post_0_self-report_cbt_cau_NA_NA"
"180";"Eseadi, 2022";"cbt";"wl";NA;NA;0,954326893403654;0,258208421054565;"msd";"bdi-2";"self-report";12,91;33,24;34;44,39;31,94;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40,15;4,24;34;41,97;4,92;33;34;33;0;0;1;2022;12;"post";"n";"ind";"ind";"oth";"yadul";0,37;"oth";"cut";"stud";1;1;"sr";1;4;12;18,7;NA;NA;NA;NA;NA;NA;"Eseadi, C., Ilechukwu, L. C., Victor-Aigbodion, V., Sewagegn, A. A., & Amedu, A. N. (2022). Intervention for depression among undergraduate religious education students: A randomized controlled trial. Medicine (Baltimore), 101(41), e31034. doi:10.1097/md.0000000000031034";"Eseadi_2022_msd_bdi-2_post_0_self-report_cbt_wl_NA_NA"
"181";"Euteneuer, 2017";"cbt";"wl";"cbt (cbt-e)";"wl";0,709391747262988;0,258406474039299;"msd";"bdi-2";"self-report";14,6;13,5;34;23,5;11;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27;9,1;34;26,2;9,9;30;36;30;8;3;1;2017;8;"post";"n";"ind";"ind";"eu";"adul";0,49;"com";"mdd";"adul";1;0;"sr";1;3;16;37,3;NA;NA;NA;NA;NA;NA;"Euteneuer, F., Dannehl, K., Del Rey, A., Engler, H., Schedlowski, M., & Rief, W. (2017). Immunological effects of behavioral activation with exercise in major depression: An exploratory randomized controlled trial. Translational Psychiatry, 7(5).";"Euteneuer_2017_msd_bdi-2_post_0_self-report_cbt_wl_cbt(cbt-e)_wl"
"182";"Euteneuer, 2017";"cbt";"wl";"cbt (cbt-c)";"wl";0,766346654979075;0,259705211680527;"msd";"bdi-2";"self-report";14,8;11,4;34;23,5;11;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27,3;8,7;34;26,2;9,9;30;35;30;4;3;1;2017;8;"post";"n";"ind";"ind";"eu";"adul";0,49;"com";"mdd";"adul";1;0;"sr";1;3;16;37,3;NA;NA;NA;NA;NA;NA;"Euteneuer, F., Dannehl, K., Del Rey, A., Engler, H., Schedlowski, M., & Rief, W. (2017). Immunological effects of behavioral activation with exercise in major depression: An exploratory randomized controlled trial. Translational Psychiatry, 7(5).";"Euteneuer_2017_msd_bdi-2_post_0_self-report_cbt_wl_cbt(cbt-c)_wl"
"183";"Euteneuer, 2022";"cbt";"wl";NA;NA;0,553278713979023;0,227926930481878;"change";"bdi-2";"self-report";NA;NA;NA;NA;NA;NA;-9,19;9,94;40;-3,38;10,84;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28,24;8,7;40;30,55;8,07;40;40;40;8;11;1;2022;14;"post";"n";"ind";"ind";"eu";"adul";0,6;"com";"mdd";"adul";1;0;"sr";1;3;14;30,31;NA;NA;NA;NA;NA;NA;"Euteneuer, F., Neuert, M., Salzmann, S., Fischer, S., Ehlert, U., & Rief, W. (2022). Does psychological treatment of major depression reduce cardiac risk biomarkers? An exploratory randomized controlled trial. Psychological medicine, 1-15. doi:10.1017/S0033291722000447";"Euteneuer_2022_change_bdi-2_post_14_self-report_cbt_wl_NA_NA"
